"1216,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 108,LITTLEFLD 108,LITTLEFLD 108-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1217,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 108,LITTLEFLD 108,LITTLEFLD 108-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1218,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 109,LITTLEFLD 109,LITTLEFLD 109-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1219,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 109,LITTLEFLD 109,LITTLEFLD 109-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1220,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 111,LITTLEFLD 111,LITTLEFLD 111-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1221,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 111,LITTLEFLD 111,LITTLEFLD 111-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1222,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 112,LITTLEFLD 112,LITTLEFLD 112-1,Double,,CoEd,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"1223,LITTLEFIELD HALL,LITTLEFLD FL1,LITTLEFLD 112,LITTLEFLD 112,LITTLEFLD 112-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1224,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 201,LITTLEFLD 201,LITTLEFLD 201-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1225,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 201,LITTLEFLD 201,LITTLEFLD 201-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1226,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 202,LITTLEFLD 202,LITTLEFLD 202-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1227,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 202,LITTLEFLD 202,LITTLEFLD 202-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1228,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 205,LITTLEFLD 205,LITTLEFLD 205-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1229,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 205,LITTLEFLD 205,LITTLEFLD 205-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1230,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 207,LITTLEFLD 207,LITTLEFLD 207-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1231,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 207,LITTLEFLD 207,LITTLEFLD 207-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1232,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 208,LITTLEFLD 208,LITTLEFLD 208-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1233,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 208,LITTLEFLD 208,LITTLEFLD 208-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1234,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 209,LITTLEFLD 209,LITTLEFLD 209-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1235,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 209,LITTLEFLD 209,LITTLEFLD 209-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1236,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 211,LITTLEFLD 211,LITTLEFLD 211-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1237,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 211,LITTLEFLD 211,LITTLEFLD 211-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1238,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 212,LITTLEFLD 212,LITTLEFLD 212-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1239,LITTLEFIELD HALL,LITTLEFLD FL2,LITTLEFLD 212,LITTLEFLD 212,LITTLEFLD 212-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1240,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 301,LITTLEFLD 301,LITTLEFLD 301-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1241,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 301,LITTLEFLD 301,LITTLEFLD 301-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1242,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 302,LITTLEFLD 302,LITTLEFLD 302-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1243,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 302,LITTLEFLD 302,LITTLEFLD 302-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1244,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 305,LITTLEFLD 305,LITTLEFLD 305-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1245,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 305,LITTLEFLD 305,LITTLEFLD 305-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1246,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 306,LITTLEFLD 306,LITTLEFLD 306-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1247,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 307,LITTLEFLD 307,LITTLEFLD 307-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1248,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 307,LITTLEFLD 307,LITTLEFLD 307-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1249,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 308,LITTLEFLD 308,LITTLEFLD 308-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1250,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 308,LITTLEFLD 308,LITTLEFLD 308-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1251,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 309,LITTLEFLD 309,LITTLEFLD 309-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1252,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 309,LITTLEFLD 309,LITTLEFLD 309-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1253,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 311,LITTLEFLD 311,LITTLEFLD 311-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1254,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 311,LITTLEFLD 311,LITTLEFLD 311-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1255,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 312,LITTLEFLD 312,LITTLEFLD 312-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1256,LITTLEFIELD HALL,LITTLEFLD FL3,LITTLEFLD 312,LITTLEFLD 312,LITTLEFLD 312-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1257,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 401,LITTLEFLD 401,LITTLEFLD 401-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1258,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 401,LITTLEFLD 401,LITTLEFLD 401-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1259,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 402,LITTLEFLD 402,LITTLEFLD 402-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1260,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 402,LITTLEFLD 402,LITTLEFLD 402-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1261,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 405,LITTLEFLD 405,LITTLEFLD 405-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1262,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 405,LITTLEFLD 405,LITTLEFLD 405-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1263,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 407,LITTLEFLD 407,LITTLEFLD 407-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1264,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 407,LITTLEFLD 407,LITTLEFLD 407-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1265,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 408,LITTLEFLD 408,LITTLEFLD 408-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1266,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 408,LITTLEFLD 408,LITTLEFLD 408-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1267,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 409,LITTLEFLD 409,LITTLEFLD 409-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1268,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 409,LITTLEFLD 409,LITTLEFLD 409-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1269,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 411,LITTLEFLD 411,LITTLEFLD 411-1,Double,,CoEd,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"1270,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 411,LITTLEFLD 411,LITTLEFLD 411-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1271,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 412,LITTLEFLD 412,LITTLEFLD 412-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1272,LITTLEFIELD HALL,LITTLEFLD FL4,LITTLEFLD 412,LITTLEFLD 412,LITTLEFLD 412-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1273,MACHADO HOUSE,MACHADO FL0,MACHADO 031,MACHADO 031,MACHADO 031-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1274,MACHADO HOUSE,MACHADO FL0,MACHADO 036,MACHADO 036,MACHADO 036-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1275,MACHADO HOUSE,MACHADO FL0,MACHADO 038,MACHADO 038,MACHADO 038-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1276,MACHADO HOUSE,MACHADO FL1,MACHADO 120,MACHADO 120,MACHADO 120-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1277,MACHADO HOUSE,MACHADO FL2,MACHADO 231,MACHADO 231,MACHADO 231-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1278,MACHADO HOUSE,MACHADO FL3,MACHADO 302,MACHADO 302,MACHADO 302-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1279,MACHADO HOUSE,MACHADO FL3,MACHADO 302,MACHADO 302,MACHADO 302-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1280,MARCYHOUSE,MARCYFL1,MARCY119,MARCY119,MARCY119-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1281,MARCYHOUSE,MARCYFL1,MARCY119,MARCY119,MARCY119-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1282,MARCYHOUSE,MARCYFL1,MARCY119,MARCY119,MARCY119-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1283,MARCYHOUSE,MARCYFL1,MARCY121,MARCY121,MARCY121-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1284,MARCYHOUSE,MARCYFL1,MARCY121,MARCY121,MARCY121-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1285,MARCYHOUSE,MARCYFL1,MARCY125,MARCY125,MARCY125-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1286,MARCYHOUSE,MARCYFL1,MARCY125,MARCY125,MARCY125-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1287,MARCYHOUSE,MARCYFL1,MARCY201,MARCY201,MARCY201-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1288,MARCYHOUSE,MARCYFL1,MARCY201,MARCY201,MARCY201-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1289,MARCYHOUSE,MARCYFL1,MARCY202,MARCY202,MARCY202-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1290,MARCYHOUSE,MARCYFL1,MARCY202,MARCY202,MARCY202-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1291,MARCYHOUSE,MARCYFL1,MARCY208,MARCY208,MARCY208-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1292,MARCYHOUSE,MARCYFL1,MARCY208,MARCY208,MARCY208-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1293,MARCYHOUSE,MARCYFL1,MARCY214,MARCY214,MARCY214-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1294,MARCYHOUSE,MARCYFL1,MARCY215,MARCY215,MARCY215-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1295,MARCYHOUSE,MARCYFL2,MARCY219,MARCY219,MARCY219-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1296,MARCYHOUSE,MARCYFL2,MARCY219,MARCY219,MARCY219-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1297,MARCYHOUSE,MARCYFL2,MARCY219,MARCY219,MARCY219-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1298,MARCYHOUSE,MARCYFL2,MARCY221,MARCY221,MARCY221-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1299,MARCYHOUSE,MARCYFL2,MARCY221,MARCY221,MARCY221-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1300,MARCYHOUSE,MARCYFL2,MARCY225,MARCY225,MARCY225-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1301,MARCYHOUSE,MARCYFL2,MARCY225,MARCY225,MARCY225-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1302,MARCYHOUSE,MARCYFL2,MARCY225,MARCY225,MARCY225-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1303,MARCYHOUSE,MARCYFL2,MARCY228,MARCY228,MARCY228-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1304,MARCYHOUSE,MARCYFL2,MARCY230,MARCY230,MARCY230-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1305,MARCYHOUSE,MARCYFL2,MARCY232,MARCY232,MARCY232-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1306,MARCYHOUSE,MARCYFL2,MARCY241,MARCY241,MARCY241-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1307,MARCYHOUSE,MARCYFL2,MARCY241,MARCY241,MARCY241-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1308,MARCYHOUSE,MARCYFL2,MARCY242,MARCY242,MARCY242-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1309,MARCYHOUSE,MARCYFL2,MARCY242,MARCY242,MARCY242-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1310,MARCYHOUSE,MARCYFL2,MARCY301,MARCY301,MARCY301-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1311,MARCYHOUSE,MARCYFL2,MARCY301,MARCY301,MARCY301-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1312,MARCYHOUSE,MARCYFL2,MARCY302,MARCY302,MARCY302-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1313,MARCYHOUSE,MARCYFL2,MARCY302,MARCY302,MARCY302-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1314,MARCYHOUSE,MARCYFL2,MARCY303,MARCY303,MARCY303-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1315,MARCYHOUSE,MARCYFL2,MARCY304,MARCY304,MARCY304-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1316,MARCYHOUSE,MARCYFL2,MARCY304,MARCY304,MARCY304-2,Double,,CoEd,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"1317,MARCYHOUSE,MARCYFL2,MARCY306A,MARCY306A,MARCY306A-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1318,MARCYHOUSE,MARCYFL2,MARCY308,MARCY308,MARCY308-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1319,MARCYHOUSE,MARCYFL2,MARCY308,MARCY308,MARCY308-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1320,MARCYHOUSE,MARCYFL2,MARCY312,MARCY312,MARCY312-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1321,MARCYHOUSE,MARCYFL3,MARCY319,MARCY319,MARCY319-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1322,MARCYHOUSE,MARCYFL3,MARCY319,MARCY319,MARCY319-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1323,MARCYHOUSE,MARCYFL3,MARCY319,MARCY319,MARCY319-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1324,MARCYHOUSE,MARCYFL3,MARCY321,MARCY321,MARCY321-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1325,MARCYHOUSE,MARCYFL3,MARCY321,MARCY321,MARCY321-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1326,MARCYHOUSE,MARCYFL3,MARCY325,MARCY325,MARCY325-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1327,MARCYHOUSE,MARCYFL3,MARCY325,MARCY325,MARCY325-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1328,MARCYHOUSE,MARCYFL3,MARCY327,MARCY327,MARCY327-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1329,MARCYHOUSE,MARCYFL3,MARCY329,MARCY329,MARCY329-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1330,MARCYHOUSE,MARCYFL3,MARCY330,MARCY330,MARCY330-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1331,MARCYHOUSE,MARCYFL3,MARCY332,MARCY332,MARCY332-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1332,MARCYHOUSE,MARCYFL3,MARCY336,MARCY336,MARCY336-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1333,MARCYHOUSE,MARCYFL3,MARCY336,MARCY336,MARCY336-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1334,MARCYHOUSE,MARCYFL3,MARCY338B,MARCY338B,MARCY338B-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1335,MARCYHOUSE,MARCYFL3,MARCY339,MARCY339,MARCY339-1,Single,,CoEd,24-25 SpringGeneralSelection,"
"1336,MARCYHOUSE,MARCYFL3,MARCY340,MARCY340,MARCY340-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1337,MARCYHOUSE,MARCYFL3,MARCY340,MARCY340,MARCY340-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1338,MARCYHOUSE,MARCYFL3,MARCY341,MARCY341,MARCY341-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1339,MARCYHOUSE,MARCYFL3,MARCY341,MARCY341,MARCY341-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1340,MARCYHOUSE,MARCYFL3,MARCY342,MARCY342,MARCY342-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1341,MARCYHOUSE,MARCYFL3,MARCY342,MARCY342,MARCY342-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1342,MARCYHOUSE,MARCYFL3,MARCY402,MARCY402,MARCY402-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1343,MARCYHOUSE,MARCYFL3,MARCY402,MARCY402,MARCY402-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1344,MARCYHOUSE,MARCYFL3,MARCY404,MARCY404,MARCY404-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1345,MARCYHOUSE,MARCYFL3,MARCY404,MARCY404,MARCY404-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1346,MARCYHOUSE,MARCYFL3,MARCY406,MARCY406,MARCY406-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1347,MARCYHOUSE,MARCYFL3,MARCY406,MARCY406,MARCY406-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1348,MARCYHOUSE,MARCYFL4,MARCY436,MARCY436,MARCY436-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1349,MARCYHOUSE,MARCYFL4,MARCY436,MARCY436,MARCY436-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1350,MARCYHOUSE,MARCYFL4,MARCY438,MARCY438,MARCY438-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1351,MARCYHOUSE,MARCYFL4,MARCY438,MARCY438,MARCY438-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1352,MARCYHOUSE,MARCYFL4,MARCY440,MARCY440,MARCY440-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1353,MARCYHOUSE,MARCYFL4,MARCY440,MARCY440,MARCY440-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1354,MINDEN HALL,MINDEN FL 2,MINDEN 201,MINDEN 201201B,MINDEN 201201B-1,Single(Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1355,MINDEN HALL,MINDEN FL 2,MINDEN 201,MINDEN 201201C,MINDEN 201201C-1,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1356,MINDEN HALL,MINDEN FL 2,MINDEN 201,MINDEN 201201C,MINDEN 201201C-2,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1357,MINDEN HALL,MINDEN FL 2,MINDEN 202,MINDEN 202,MINDEN 202-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1358,MINDEN HALL,MINDEN FL 2,MINDEN 202,MINDEN 202,MINDEN 202-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1359,MINDEN HALL,MINDEN FL 2,MINDEN 202,MINDEN 202,MINDEN 202-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1360,MINDEN HALL,MINDEN FL 2,MINDEN 207,MINDEN 207,MINDEN 207-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1361,MINDEN HALL,MINDEN FL 2,MINDEN 207,MINDEN 207,MINDEN 207-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1362,MINDEN HALL,MINDEN FL 2,MINDEN 212,MINDEN 212,MINDEN 212-1,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1363,MINDEN HALL,MINDEN FL 2,MINDEN 212,MINDEN 212,MINDEN 212-2,Quad,,CoEd,24-25 SpringGeneralSelection,"

",A,B,C,D,E,F,G,H,I,"
"1364,MINDEN HALL,MINDEN FL 2,MINDEN 212,MINDEN 212,MINDEN 212-3,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1365,MINDEN HALL,MINDEN FL 2,MINDEN 212,MINDEN 212,MINDEN 212-4,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1366,MINDEN HALL,MINDEN FL 2,MINDEN 215,MINDEN 215215B,MINDEN 215215B-1,Single(Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1367,MINDEN HALL,MINDEN FL 2,MINDEN 215,MINDEN 215215C,MINDEN 215215C-1,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1368,MINDEN HALL,MINDEN FL 2,MINDEN 215,MINDEN 215215C,MINDEN 215215C-2,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1369,MINDEN HALL,MINDEN FL 3,MINDEN 301,MINDEN 301301D,MINDEN 301301D-1,Single(Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1370,MINDEN HALL,MINDEN FL 3,MINDEN 312,MINDEN 312,MINDEN 312-1,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1371,MINDEN HALL,MINDEN FL 3,MINDEN 312,MINDEN 312,MINDEN 312-2,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1372,MINDEN HALL,MINDEN FL 3,MINDEN 312,MINDEN 312,MINDEN 312-3,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1373,MINDEN HALL,MINDEN FL 3,MINDEN 312,MINDEN 312,MINDEN 312-4,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1374,MINDEN HALL,MINDEN FL 3,MINDEN 315,MINDEN 315315B,MINDEN 315315B-1,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1375,MINDEN HALL,MINDEN FL 3,MINDEN 315,MINDEN 315315B,MINDEN 315315B-2,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1376,MINDEN HALL,MINDEN FL 3,MINDEN 315,MINDEN 315315C,MINDEN 315315C-1,Single(Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1377,MINDEN HALL,MINDEN FL 4,MINDEN 401,MINDEN 401401B,MINDEN 401401B-1,Single(Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1378,MINDEN HALL,MINDEN FL 4,MINDEN 401,MINDEN 401401C,MINDEN 401401C-1,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1379,MINDEN HALL,MINDEN FL 4,MINDEN 401,MINDEN 401401C,MINDEN 401401C-2,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1380,MINDEN HALL,MINDEN FL 4,MINDEN 402,MINDEN 402,MINDEN 402-1,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1381,MINDEN HALL,MINDEN FL 4,MINDEN 402,MINDEN 402,MINDEN 402-2,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1382,MINDEN HALL,MINDEN FL 4,MINDEN 402,MINDEN 402,MINDEN 402-3,Triple,,CoEd,24-25 SpringGeneralSelection,"
"1383,MINDEN HALL,MINDEN FL 4,MINDEN 406,MINDEN 406,MINDEN 406-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1384,MINDEN HALL,MINDEN FL 4,MINDEN 406,MINDEN 406,MINDEN 406-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1385,MINDEN HALL,MINDEN FL 4,MINDEN 407,MINDEN 407,MINDEN 407-1,Double,,CoEd,24-25 SpringGeneralSelection,"
"1386,MINDEN HALL,MINDEN FL 4,MINDEN 407,MINDEN 407,MINDEN 407-2,Double,,CoEd,24-25 SpringGeneralSelection,"
"1387,MINDEN HALL,MINDEN FL 4,MINDEN 412,MINDEN 412,MINDEN 412-1,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1388,MINDEN HALL,MINDEN FL 4,MINDEN 412,MINDEN 412,MINDEN 412-2,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1389,MINDEN HALL,MINDEN FL 4,MINDEN 412,MINDEN 412,MINDEN 412-3,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1390,MINDEN HALL,MINDEN FL 4,MINDEN 412,MINDEN 412,MINDEN 412-4,Quad,,CoEd,24-25 SpringGeneralSelection,"
"1391,MINDEN HALL,MINDEN FL 4,MINDEN 415,MINDEN 415415B,MINDEN 415415B-1,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
"1392,MINDEN HALL,MINDEN FL 4,MINDEN 415,MINDEN 415415B,MINDEN 415415B-2,Double (Suite/Apartment),3,CoEd,24-25 SpringGeneralSelection,"
